x,y
80.11169,57.889473
81.57115,57.786705
65.22337,47.385292
75.76039,56.322357
89.13948,58.312866
64.263336,47.261814
94.64974,69.56601
103.55275,66.66757
108.47615,66.454254
83.710495,57.49691
90.38276,60.105675
85.36,57.322266
78.65645,57.79356
73.12688,52.453217
88.90617,58.12194
107.78821,65.96113
70.61375,49.261456
85.36729,57.32184
82.881134,57.614174
83.610146,57.51072
91.25486,62.856224
81.608475,57.78248
74.33641,54.489967
88.2097,57.71022
81.15067,57.829887
90.97745,61.79033
102.17592,67.29987
80.363945,57.88253
69.68271,48.618015
107.842575,65.98546
66.71343,47.610474
91.69191,64.732086
61.65624,46.786625
64.09157,47.239017
88.44267,57.82528
93.24431,68.63218
77.11195,57.301918
72.91082,52.093674
86.75098,57.338955
93.4509,68.85784
66.28649,47.537056
60.21954,46.29573
62.643364,47.010105
82.99758,57.597523
75.99763,56.542915
83.52044,57.523205
92.27011,66.78596
76.150826,56.67336
107.30673,65.81839
75.169586,55.66866
91.07968,62.16285
75.96593,56.514763
72.62758,51.64039
86.219795,57.305668
107.32276,65.82134
72.99829,52.238014
68.707596,48.152836
94.65467,69.5674
91.86037,65.41393
63.201546,47.10858
78.75449,57.80899
93.60872,69.004265
90.41127,60.169785
104.131004,66.426575
97.88172,69.22011
102.61474,67.092155
107.555756,65.87727
92.46695,67.2969
72.67619,51.716484
67.452995,47.76572
84.50014,57.397614
108.72133,66.77463
63.114395,47.094242
99.2739,68.66893
84.140175,57.440384
103.43147,66.72045
59.657204,46.032295
93.756195,69.12332
109.13145,67.68934
90.7854,61.1595
101.67897,67.53877
61.235565,46.66638
67.11559,47.689766
77.40126,57.435764
72.42838,51.336876
75.18578,55.68863
81.810165,57.75869
91.10602,62.26284
90.87813,61.452896
66.993416,47.664486
76.052086,56.59034
91.9487,65.74628
89.03765,58.22564
95.62015,69.6853
105.923256,65.8668
104.69525,66.21385
88.494125,57.853497
70.16757,48.924427
73.209045,52.592274
80.97919,57.844826
77.03718,57.26356
65.9922,47.491493
104.72093,66.20482
59.79893,46.103054
84.04517,57.452446
73.509964,53.107773
90.56827,60.549805
105.81155,65.88971
60.876972,46.549515
91.07358,62.1399
80.93023,57.848774
99.701614,68.47835
65.12425,47.372433
96.00299,69.664505
87.71003,57.5241
67.07552,47.681355
61.176346,46.64804
83.739655,57.49293
91.01076,61.90893
95.77666,69.68062
92.294785,66.85496
89.40667,58.574062
75.35142,55.886196
90.22649,59.778687
80.50059,57.87655
91.21184,62.680096
69.97291,48.79446
82.67561,57.64338
77.95511,57.633926
95.68245,69.684105
77.285355,57.384842
66.74251,47.615845
101.096756,67.82022
60.113205,46.24939
91.64017,64.51271
69.22031,48.375122
91.748474,64.967224
88.14487,57.681667
90.63152,60.716778
86.95507,57.36321
84.41672,57.407063
96.45621,69.603004
93.566376,68.967
77.953735,57.63352
62.79821,47.039093
76.28804,56.78256
65.886795,47.475983
72.85427,52.00136
91.0427,62.025208
108.36714,66.34303
91.52864,64.03064
66.40358,47.55624
96.25853,69.63428
70.447,49.12878
75.64543,56.207054
108.59761,66.59918
96.7626,69.542336
87.48485,57.46286
91.92407,65.65557
91.267975,62.910576
94.64448,69.56451
77.05267,57.271645
90.7422,61.029804
91.84317,65.34709
103.16905,66.83717
82.528534,57.66403
90.1554,59.64258
62.003117,46.873657
73.24899,52.66022
62.124397,46.901768
60.7592,46.507973
94.8665,69.61853
69.8923,48.74344
94.341606,69.458984
68.44489,48.055275
92.46763,67.2985
90.489876,60.354137
92.59261,67.57953
91.9769,65.848236
71.54891,50.17617
75.39253,55.93335
87.49829,57.466167
71.9706,50.694912
97.923706,69.20552
61.87644,46.843052
69.403595,48.466164
81.06829,57.837276
70.98824,49.591274
73.81903,53.6377
69.648605,48.59856
73.7171,53.463707
90.81778,61.259613
91.68062,64.68451
86.332214,57.30947
92.65396,67.70644
107.41029,65.83939
92.45552,67.26959
71.78009,50.45189
87.00354,57.370033
60.457184,46.393784
75.3225,55.852585
60.64668,46.466747
93.506226,68.91156
68.08054,47.935688
70.64191,49.28469
91.48657,63.847363
102.22362,67.277115
92.74861,67.88919
72.59971,51.597115
104.50883,66.281265
82.30322,57.69502
100.97779,67.877594
91.70195,64.774185
105.71134,65.91201
93.10398,68.45364
75.091415,55.570618
75.30684,55.83423
109.13041,67.68598
85.9569,57.30271
102.94177,66.94049
76.47626,56.921112
66.10071,47.50788
97.48706,69.349304
84.73065,57.37318
85.84524,57.303776
90.333084,59.997368
60.53498,46.424286
74.271736,54.38732
65.07225,47.36573
98.125984,69.13316
73.800125,53.60552
85.27851,57.32733
90.61484,60.6719
72.66233,51.69471
100.50184,68.10559
69.153114,48.34336
81.35635,57.809837
63.20701,47.10947
74.22901,54.31878
62.431854,46.968147
74.829315,55.22218
74.090576,54.093124
65.12889,47.37303
102.88513,66.96653
92.73552,67.864815
59.73239,46.07021
91.28689,62.98943
106.53476,65.78374
104.83371,66.165855
73.09972,52.407494
74.73898,55.095226
100.25046,68.22447
93.471634,68.878296
91.42465,63.577984
108.54666,66.53543
98.45443,69.008896
106.14746,65.8275
88.2454,57.726562
89.54272,58.727425
94.18139,69.386116
69.857796,48.722084
93.48164,68.888016
102.95475,66.93455
108.14934,66.1637
60.91282,46.561836
72.97995,52.20761
69.18533,48.35849
82.45297,57.67452
75.40475,55.94721
94.70668,69.5815
66.38989,47.553963
85.68559,57.307487
91.82716,65.28422
89.7041,58.929947
67.60827,47.80403
95.1492,69.66282
71.771065,50.44073
89.18031,58.34965
70.97144,49.575485
91.24528,62.8167
71.59446,50.228844
89.76611,59.014305
60.1482,46.264812
90.41255,60.17267
72.2048,51.013283
103.00715,66.91058
94.840866,69.613205
67.78788,47.85128
68.921295,48.24004
65.37079,47.40465
79.12666,57.85429
70.87838,49.489754
62.683712,47.017796
87.21895,57.405693
79.231995,57.86356
85.43817,57.3179
83.24183,57.5626
71.28004,49.8813
63.85177,47.206207
73.643036,53.33666
74.49638,54.73781
62.014904,46.876442
76.85078,57.16078
106.00844,65.850784
89.04281,58.229904
66.20708,47.524403
73.70315,53.4398
90.344604,60.022118
77.9424,57.63015
72.10098,50.869507
88.27256,57.739296
86.03778,57.30278
106.53433,65.78376
90.515915,60.417786
76.8132,57.138786
96.25579,69.63467
89.20851,58.375675
84.65648,57.380756
69.06832,48.30447
88.200775,57.706203
68.87168,48.219135
